,Entity,EntityName,EntityType,EntityLabel,EntityLabel (Short),EntityLabel (Extended),use_in_alignment
7030,obo.DOID_5644,DOID_5644,class,TricuspidValveProlapse,tricuspid valve prolapse,prolapse tricuspid valve,True
7031,obo.DOID_5648,DOID_5648,class,ChoroidPlexusCarcinoma,choroid plexus carcinoma,carcinoma choroid plexus,True
7032,obo.DOID_565,DOID_565,class,BilateralHypoactiveLabyrinth,bilateral hypoactive labyrinth,bilateral hypoactive labyrinth,True
7033,obo.DOID_5655,DOID_5655,class,ChiasmalSyndrome,chiasmal syndrome,chiasma chiasmal syndrome,True
7034,obo.DOID_5658,DOID_5658,class,Lipid-richCarcinoma,lipid-rich carcinoma,carcinoma lipid-rich,True
7035,obo.DOID_5660,DOID_5660,class,Lymphoepithelioma-likeCarcinoma,lymphoepithelioma-like carcinoma,carcinoma lymphoepithelial lymphoepithelioma-like,True
7036,obo.DOID_5662,DOID_5662,class,PleomorphicCarcinoma,pleomorphic carcinoma,carcinoma pleomorphic,True
7037,obo.DOID_5670,DOID_5670,class,ComedoCarcinoma,comedo carcinoma,carcinoma comedo,True
7038,obo.DOID_5675,DOID_5675,class,CribriformCarcinoma,cribriform carcinoma,carcinoma cribriform,True
7039,obo.DOID_5677,DOID_5677,class,ExtragonadalNonseminomatousGermCellTumor,extragonadal nonseminomatous germ cell tumor,cell extragonadal germ nonseminomatous tumor,True
7040,obo.DOID_5678,DOID_5678,class,NerveFibreBundleDefect,nerve fibre bundle defect,bundle defect fibre nerve,True
7041,obo.DOID_5680,DOID_5680,class,EmbryonalTestisCarcinoma,embryonal testis carcinoma,carcinoma embryonal testicular testis,True
7042,obo.DOID_5681,DOID_5681,class,OvarianEmbryonalCarcinoma,ovarian embryonal carcinoma,carcinoma embryonal ovarian,True
7043,obo.DOID_5683,DOID_5683,class,HereditaryBreastOvarianCancerSyndrome,hereditary breast ovarian cancer syndrome,brca1- brca2-associated breast cancer hboc hereditary ovarian syndrome,True
7044,obo.DOID_5684,DOID_5684,class,"SpondyloepimetaphysealDysplasia,SponastrimeType","spondyloepimetaphyseal dysplasia, sponastrime type",dysplasia sponastrime spondyloepimetaphyseal type,True
7045,obo.DOID_5688,DOID_5688,class,WernerSyndrome,werner syndrome,syndrome werner,True
7046,obo.DOID_5690,DOID_5690,class,AtypicalLipomatousTumor,atypical lipomatous tumor,atypical lipomatous tumor,True
7047,obo.DOID_5692,DOID_5692,class,CellularMyxoidLiposarcoma,cellular myxoid liposarcoma,cellular liposarcoma myxoid,True
7048,obo.DOID_5693,DOID_5693,class,AdultLiposarcoma,adult liposarcoma,adult liposarcoma,True
7049,obo.DOID_5694,DOID_5694,class,EsophagusLiposarcoma,esophagus liposarcoma,esophagus liposarcoma,True
7050,obo.DOID_5695,DOID_5695,class,PediatricLiposarcoma,pediatric liposarcoma,liposarcoma pediatric,True
7051,obo.DOID_5696,DOID_5696,class,LarynxLiposarcoma,larynx liposarcoma,larynx liposarcoma,True
7052,obo.DOID_5697,DOID_5697,class,LiposarcomaOfTheOvary,liposarcoma of the ovary,liposarcoma ovary,True
7053,obo.DOID_5698,DOID_5698,class,FibroblasticLiposarcoma,fibroblastic liposarcoma,fibroblastic liposarcoma,True
7054,obo.DOID_5699,DOID_5699,class,KidneyLiposarcoma,kidney liposarcoma,kidney liposarcoma,True
7055,obo.DOID_57,DOID_57,class,AorticValveInsufficiency,aortic valve insufficiency,aortic incompetence insufficiency rheumatic valve,True
7056,obo.DOID_5700,DOID_5700,class,GastricLiposarcoma,gastric liposarcoma,gastric liposarcoma,True
7057,obo.DOID_5701,DOID_5701,class,BreastLiposarcoma,breast liposarcoma,breast liposarcoma,True
7058,obo.DOID_5702,DOID_5702,class,PleomorphicLiposarcoma,pleomorphic liposarcoma,liposarcoma pleomorphic,True
7059,obo.DOID_5703,DOID_5703,class,MixedLiposarcoma,mixed liposarcoma,liposarcoma mixed,True
7060,obo.DOID_5704,DOID_5704,class,SclerosingLiposarcoma,sclerosing liposarcoma,liposarcoma sclerosing,True
7061,obo.DOID_5705,DOID_5705,class,SpindleCellLiposarcoma,spindle cell liposarcoma,cell liposarcoma spindle,True
7062,obo.DOID_5709,DOID_5709,class,Mixed-typeLiposarcoma,mixed-type liposarcoma,liposarcoma mixed-type,True
7063,obo.DOID_571,DOID_571,class,MedianNeuropathy,median neuropathy,median neuropathy,True
7064,obo.DOID_5711,DOID_5711,class,VulvarLiposarcoma,vulvar liposarcoma,liposarcoma vulvar,True
7065,obo.DOID_5712,DOID_5712,class,CutaneousLiposarcoma,cutaneous liposarcoma,cutaneous liposarcoma,True
7066,obo.DOID_5713,DOID_5713,class,MediastinumLiposarcoma,mediastinum liposarcoma,liposarcoma mediastinum,True
7067,obo.DOID_5714,DOID_5714,class,IntracranialLiposarcoma,intracranial liposarcoma,intracranial liposarcoma,True
7068,obo.DOID_5715,DOID_5715,class,FunctionlessPituitaryAdenoma,functionless pituitary adenoma,adenoma functionless pituitary,True
7069,obo.DOID_5716,DOID_5716,class,HormoneProducingPituitaryCancer,hormone producing pituitary cancer,cancer growth hormone pituitary produce tumor,True
7070,obo.DOID_5718,DOID_5718,class,AdrenalNeuroblastoma,adrenal neuroblastoma,adrenal neuroblastoma,True
7071,obo.DOID_5724,DOID_5724,class,SeminalVesicleCystadenoma,seminal vesicle cystadenoma,cystadenoma seminal vesicle,True
7072,obo.DOID_5725,DOID_5725,class,ReteOvariiCystadenoma,rete ovarii cystadenoma,cystadenoma ovarii rete,True
7073,obo.DOID_6837,DOID_6837,class,ReteOvariiAdenoma,rete ovarii adenoma,adenoma ovarii rete,True
7074,obo.DOID_5726,DOID_5726,class,UterineLigamentPapillaryCystadenoma,uterine ligament papillary cystadenoma,cystadenoma ligament papillary uterine,True
7075,obo.DOID_5728,DOID_5728,class,DiffusePeritonealLeiomyomatosis,diffuse peritoneal leiomyomatosis,diffuse leiomyomatosis peritoneal,True
7076,obo.DOID_5729,DOID_5729,class,IntravenousLeiomyomatosis,intravenous leiomyomatosis,intravenous leiomyomatosis,True
7077,obo.DOID_5730,DOID_5730,class,SalpingitisIsthmicaNodosa,salpingitis isthmica nodosa,isthmica nodosa salpingitis,True
7078,obo.DOID_5732,DOID_5732,class,Pyosalpinx,pyosalpinx,pyosalpinx,True
7079,obo.DOID_5740,DOID_5740,class,SmallIntestinalVasoactiveIntestinalPeptideProducingTumor,small intestinal vasoactive intestinal peptide producing tumor,intestinal peptide produce small tumor vasoactive,True
7080,obo.DOID_5741,DOID_5741,class,PancreaticVasoactiveIntestinalPeptideProducingTumor,pancreatic vasoactive intestinal peptide producing tumor,intestinal pancreatic peptide produce tumor vasoactive,True
7081,obo.DOID_5742,DOID_5742,class,PancreaticAcinarCellAdenocarcinoma,pancreatic acinar cell adenocarcinoma,acinar adenocarcinoma cell pancreatic,True
7082,obo.DOID_5743,DOID_5743,class,AcinicCellBreastCarcinoma,acinic cell breast carcinoma,acinic breast carcinoma cell,True
7083,obo.DOID_5744,DOID_5744,class,OvarySerousAdenocarcinoma,ovary serous adenocarcinoma,adenocarcinoma malignant ovarian ovary serous tumor,True
7084,obo.DOID_5746,DOID_5746,class,OvarianSerousCystadenocarcinoma,ovarian serous cystadenocarcinoma,cystadenocarcinoma cystadenoma ovarian serous,True
7085,obo.DOID_5747,DOID_5747,class,UterineLigamentSerousAdenocarcinoma,uterine ligament serous adenocarcinoma,adenocarcinoma ligament serous uterine,True
7086,obo.DOID_5748,DOID_5748,class,RheumaticPulmonaryValveDisease,rheumatic pulmonary valve disease,disease pulmonary rheumatic valve,True
7087,obo.DOID_5750,DOID_5750,class,UterineCorpusSerousAdenocarcinoma,uterine corpus serous adenocarcinoma,adenocarcinoma carcinoma corpus papillary serous uterine,True
7088,obo.DOID_5751,DOID_5751,class,PancreaticSerousCystadenocarcinoma,pancreatic serous cystadenocarcinoma,cystadenocarcinoma pancreatic serous,True
7089,obo.DOID_5752,DOID_5752,class,CervicalSerousAdenocarcinoma,cervical serous adenocarcinoma,adenocarcinoma cervical serous,True
7090,obo.DOID_5757,DOID_5757,class,Endocervicitis,endocervicitis,endocervicitis,True
7091,obo.DOID_5758,DOID_5758,class,MalignantMesenchymoma,malignant mesenchymoma,malignant mesenchymoma,True
7092,obo.DOID_576,DOID_576,class,Proteinuria,proteinuria,proteinuria,True
7093,obo.DOID_5760,DOID_5760,class,SebaceousBreastCarcinoma,sebaceous breast carcinoma,breast carcinoma sebaceous,True
7094,obo.DOID_5761,DOID_5761,class,VulvarSebaceousCarcinoma,vulvar sebaceous carcinoma,carcinoma sebaceous vulvar,True
7095,obo.DOID_5763,DOID_5763,class,LungClearCell-sugar-tumor,lung clear cell-sugar-tumor,cell-sugar-tumor clear lung,True
7096,obo.DOID_5764,DOID_5764,class,LungMeningioma,lung meningioma,lung meningioma primary,True
7097,obo.DOID_5766,DOID_5766,class,PulmonarySclerosingHemangioma,pulmonary sclerosing hemangioma,hemangioma pulmonary sclerosing,True
7098,obo.DOID_5767,DOID_5767,class,HilarLungNeoplasm,hilar lung neoplasm,hilar lung neoplasm,True
7099,obo.DOID_5768,DOID_5768,class,NagerAcrofacialDysostosis,nager acrofacial dysostosis,acrofacial afd dysostosis manibulofacial nager preaxial syndrome type,True
7100,obo.DOID_5769,DOID_5769,class,VerruciformXanthomaOfSkin,verruciform xanthoma of skin,skin verruciform xanthoma,True
7101,obo.DOID_5773,DOID_5773,class,OralSubmucousFibrosis,oral submucous fibrosis,cavity fibrosis oral submucous,True
7102,obo.DOID_5774,DOID_5774,class,GiantHemangioma,giant hemangioma,giant hemangioma,True
7103,obo.DOID_5775,DOID_5775,class,CavernousHemangiomaOfColon,cavernous hemangioma of colon,cavernous colon hemangioma,True
7104,obo.DOID_5776,DOID_5776,class,CavernousHemangiomaOfFace,cavernous hemangioma of face,cavernous face hemangioma,True
7105,obo.DOID_5777,DOID_5777,class,RectumNeuroendocrineNeoplasm,rectum neuroendocrine neoplasm,neoplasm neuroendocrine rectum,True
7106,obo.DOID_5781,DOID_5781,class,AtrophicFlaccidTympanicMembrane,atrophic flaccid tympanic membrane,atrophic flaccid membrane tympanic,True
7107,obo.DOID_5784,DOID_5784,class,EsophagealNeuroendocrineTumor,esophageal neuroendocrine tumor,esophageal neuroendocrine tumor,True
7108,obo.DOID_5789,DOID_5789,class,MixedHepatoblastoma,mixed hepatoblastoma,epithelial hepatoblastoma mesenchymal mixed,True
7109,obo.DOID_687,DOID_687,class,Hepatoblastoma,hepatoblastoma,hepatoblastoma,True
7110,obo.DOID_5798,DOID_5798,class,MacrotrabecularHepatoblastoma,macrotrabecular hepatoblastoma,hepatoblastoma macrotrabecular,True
7111,obo.DOID_580,DOID_580,class,AcuteUrateNephropathy,acute urate nephropathy,acute nephropathy urate,True
7112,obo.DOID_5804,DOID_5804,class,DiscreteSubaorticStenosis,discrete subaortic stenosis,discrete stenosis subaortic,True
7113,obo.DOID_5805,DOID_5805,class,SubvalvularAorticStenosis,subvalvular aortic stenosis,aortic stenosis subvalvular,True
7114,obo.DOID_5806,DOID_5806,class,StorkBite,stork bite,bite stork,True
7115,obo.DOID_5809,DOID_5809,class,ChildhoodParostealOsteogenicSarcoma,childhood parosteal osteogenic sarcoma,childhood osteogenic parosteal sarcoma,True
7116,obo.DOID_5810,DOID_5810,class,AdenosineDeaminaseDeficiency,adenosine deaminase deficiency,ada adenosine deaminase deficiency,True
7117,obo.DOID_5812,DOID_5812,class,MhcClassIiDeficiency,mhc class ii deficiency,blsii class deficiency ii mhc,True
7118,obo.DOID_5813,DOID_5813,class,PurineNucleosidePhosphorylaseDeficiency,purine nucleoside phosphorylase deficiency,deficiency nucleoside phosphorylase pnp purine,True
7119,obo.DOID_5815,DOID_5815,class,CerebralLymphoma,cerebral lymphoma,brain cerebral lymphoma primary,True
7120,obo.DOID_5820,DOID_5820,class,CompositeLymphoma,composite lymphoma,composite lymphoma,True
7121,obo.DOID_5821,DOID_5821,class,Methotrexate-associatedLymphoproliferation,methotrexate-associated lymphoproliferation,lymphoproliferation methotrexate-associated,True
7122,obo.DOID_5822,DOID_5822,class,GrayZoneLymphoma,gray zone lymphoma,gray lymphoma zone,True
7123,obo.DOID_5823,DOID_5823,class,PediatricLymphoma,pediatric lymphoma,lymphoma pediatric,True
7124,obo.DOID_5825,DOID_5825,class,AdultLymphoma,adult lymphoma,adult lymphoma,True
7125,obo.DOID_5826,DOID_5826,class,BreastLymphoma,breast lymphoma,breast lymphoma,True
7126,obo.DOID_5828,DOID_5828,class,EndometrioidOvaryCarcinoma,endometrioid ovary carcinoma,carcinoma endometrioid ovary,True
7127,obo.DOID_5829,DOID_5829,class,UterineLigamentEndometrioidAdenocarcinoma,uterine ligament endometrioid adenocarcinoma,adenocarcinoma endometrioid ligament uterine,True
7128,obo.DOID_720,DOID_720,class,NormocyticAnemia,normocytic anemia,anemia normocytic,True
7129,obo.DOID_5830,DOID_5830,class,CervicalEndometrioidAdenocarcinoma,cervical endometrioid adenocarcinoma,adenocarcinoma cervical endometrioid,True
7130,obo.DOID_5831,DOID_5831,class,FallopianTubeEndometrioidAdenocarcinoma,fallopian tube endometrioid adenocarcinoma,adenocarcinoma cancer endometrioid fallopian tube,True
7131,obo.DOID_5834,DOID_5834,class,Spermatocytoma,spermatocytoma,spermatocytoma,True
7132,obo.DOID_5838,DOID_5838,class,ExtragonadalSeminoma,extragonadal seminoma,extragonadal primary seminoma,True
7133,obo.DOID_5842,DOID_5842,class,TestisSeminoma,testis seminoma,seminoma testis,True
7134,obo.DOID_5843,DOID_5843,class,PosteroinferiorMyocardialInfarction,posteroinferior myocardial infarction,infarction myocardial posteroinferior,True
7135,obo.DOID_5844,DOID_5844,class,MyocardialInfarction,myocardial infarction,infarction myocardial,True
7136,obo.DOID_5845,DOID_5845,class,AnterolateralMyocardialInfarction,anterolateral myocardial infarction,anterolateral infarction myocardial,True
7137,obo.DOID_5846,DOID_5846,class,SeptalMyocardialInfarction,septal myocardial infarction,infarction myocardial septal,True
7138,obo.DOID_5847,DOID_5847,class,PosteriorMyocardialInfarction,posterior myocardial infarction,infarction myocardial posterior,True
7139,obo.DOID_5848,DOID_5848,class,ApicalMyocardialInfarction,apical myocardial infarction,apical infarction myocardial,True
7140,obo.DOID_5849,DOID_5849,class,SubendocardialMyocardialInfarction,subendocardial myocardial infarction,infarction myocardial subendocardial,True
7141,obo.DOID_585,DOID_585,class,Nephrolithiasis,nephrolithiasis,calcium kidney nephrolithiasis oxalate stone urolithiasis,True
7142,obo.DOID_5850,DOID_5850,class,InferiorMyocardialInfarction,inferior myocardial infarction,infarction inferior myocardial,True
7143,obo.DOID_5851,DOID_5851,class,PosterolateralMyocardialInfarction,posterolateral myocardial infarction,infarction myocardial posterolateral,True
7144,obo.DOID_5852,DOID_5852,class,InferolateralMyocardialInfarct,inferolateral myocardial infarct,infarct inferolateral myocardial,True
7145,obo.DOID_5853,DOID_5853,class,LateralMyocardialInfarction,lateral myocardial infarction,infarction lateral myocardial,True
7146,obo.DOID_5854,DOID_5854,class,SilentMyocardialInfarction,silent myocardial infarction,infarction myocardial silent,True
7147,obo.DOID_5855,DOID_5855,class,AnteroseptalMyocardialInfarction,anteroseptal myocardial infarction,anteroseptal infarction myocardial,True
7148,obo.DOID_5859,DOID_5859,class,PeriostealChondrosarcoma,periosteal chondrosarcoma,chondrosarcoma periosteal,True
7149,obo.DOID_5861,DOID_5861,class,MyxoidChondrosarcoma,myxoid chondrosarcoma,chondrosarcoma myxoid,True
7150,obo.DOID_5862,DOID_5862,class,LocalizedChondrosarcoma,localized chondrosarcoma,chondrosarcoma localize,True
7151,obo.DOID_5866,DOID_5866,class,JuxtacorticalChondrosarcoma,juxtacortical chondrosarcoma,chondrosarcoma juxtacortical,True
7152,obo.DOID_5867,DOID_5867,class,ClearCellChondrosarcoma,clear cell chondrosarcoma,cell chondrosarcoma clear,True
7153,obo.DOID_5870,DOID_5870,class,EosinophilicPneumonia,eosinophilic pneumonia,eosinophilic pneumonia,True
7154,obo.DOID_5874,DOID_5874,class,RetroperitonealGermCellNeoplasm,retroperitoneal germ cell neoplasm,cell germ neoplasm retroperitoneal,True
7155,obo.DOID_5877,DOID_5877,class,EndocardiumCancer,endocardium cancer,cancer endocardium malignant tumor,True
7156,obo.DOID_5884,DOID_5884,class,BenignIntermediateMesothelioma,benign intermediate mesothelioma,benign intermediate mesothelioma,True
7157,obo.DOID_5890,DOID_5890,class,MalignantAdultEpendymoma,malignant adult ependymoma,adult ependymoma malignant,True
7158,obo.DOID_5893,DOID_5893,class,ChildhoodMalignantMesenchymoma,childhood malignant mesenchymoma,childhood malignant mesenchymoma,True
7159,obo.DOID_5894,DOID_5894,class,AdultMalignantMesenchymoma,adult malignant mesenchymoma,adult malignant mesenchymoma,True
7160,obo.DOID_5895,DOID_5895,class,ClearCellCystadenofibroma,clear cell cystadenofibroma,cell clear cystadenofibroma,True
7161,obo.DOID_5896,DOID_5896,class,OvarianClearCellCystadenofibroma,ovarian clear cell cystadenofibroma,cell clear cystadenofibroma ovarian,True
7162,obo.DOID_5897,DOID_5897,class,OvarianClearCellAdenofibroma,ovarian clear cell adenofibroma,adenofibroma cell clear ovarian,True
7163,obo.DOID_5900,DOID_5900,class,MeningealMelanocytoma,meningeal melanocytoma,melanocytoma meningeal,True
7164,obo.DOID_5907,DOID_5907,class,PenisNon-invasiveVerrucousCarcinoma,penis non-invasive verrucous carcinoma,carcinoma non-invasive penis verrucous,True
7165,obo.DOID_5908,DOID_5908,class,PenisVerrucousCarcinoma,penis verrucous carcinoma,carcinoma penis verrucous,True
7166,obo.DOID_5913,DOID_5913,class,BrachialPlexusNeoplasm,brachial plexus neoplasm,brachial neoplasm plexus,True
7167,obo.DOID_5914,DOID_5914,class,NonencapsulatedSclerosingCarcinoma,nonencapsulated sclerosing carcinoma,carcinoma nonencapsulated sclerosing,True
7168,obo.DOID_5915,DOID_5915,class,UterusIntravascularLeiomyomatosis,uterus intravascular leiomyomatosis,intravascular leiomyomatosis uterus,True
7169,obo.DOID_5916,DOID_5916,class,UterineCorpusLeiomyomatosis,uterine corpus leiomyomatosis,corpus leiomyomatosis uterine,True
7170,obo.DOID_5917,DOID_5917,class,UterineCorpusDiffuseLeiomyomatosis,uterine corpus diffuse leiomyomatosis,corpus diffuse leiomyomatosis uterine,True
7171,obo.DOID_5921,DOID_5921,class,AdultBrainstemMixedGlioma,adult brainstem mixed glioma,adult brainstem glioma mixed,True
7172,obo.DOID_5922,DOID_5922,class,AdultBrainstemAstrocytoma,adult brainstem astrocytoma,adult astrocytoma brainstem,True
7173,obo.DOID_5923,DOID_5923,class,DistalBiliaryTractCarcinoma,distal biliary tract carcinoma,biliary carcinoma distal tract,True
7174,obo.DOID_5926,DOID_5926,class,ExtrahepaticBileDuctSmallCellAdenocarcinoma,extrahepatic bile duct small cell adenocarcinoma,adenocarcinoma bile cell duct extrahepatic small,True
7175,obo.DOID_593,DOID_593,class,Agoraphobia,agoraphobia,agoraphobia,True
7176,obo.DOID_5936,DOID_5936,class,OvarianMixedGermCellNeoplasm,ovarian mixed germ cell neoplasm,cell germ mixed neoplasm ovarian,True
7177,obo.DOID_594,DOID_594,class,PanicDisorder,panic disorder,disorder panic,True
7178,obo.DOID_5948,DOID_5948,class,AngiokeratomaOfMibelli,angiokeratoma of mibelli,angiokeratoma mibelli,True
7179,obo.DOID_5949,DOID_5949,class,AngiokeratomaCircumscriptum,angiokeratoma circumscriptum,angiokeratoma circumscriptum,True
7180,obo.DOID_5957,DOID_5957,class,BladderUrachalSquamousCellCarcinoma,bladder urachal squamous cell carcinoma,bladder carcinoma cell squamous urachal,True
7181,obo.DOID_5958,DOID_5958,class,BladderUrachalCarcinoma,bladder urachal carcinoma,bladder carcinoma urachal,True
7182,obo.DOID_5973,DOID_5973,class,KidneyPelvisPapillaryCarcinoma,kidney pelvis papillary carcinoma,carcinoma kidney papillary pelvis,True
7183,obo.DOID_5975,DOID_5975,class,RenalPelvisPapillaryTumor,renal pelvis papillary tumor,papillary pelvis renal tumor,True
7184,obo.DOID_5977,DOID_5977,class,RenalPelvisNeoplasm,renal pelvis neoplasm,neoplasm pelvis renal,True
7185,obo.DOID_5982,DOID_5982,class,KidneyFibrosarcoma,kidney fibrosarcoma,fibrosarcoma kidney,True
7186,obo.DOID_5983,DOID_5983,class,KidneyOsteogenicSarcoma,kidney osteogenic sarcoma,kidney osteogenic sarcoma,True
7187,obo.DOID_5990,DOID_5990,class,InternalAuditoryCanalMeningioma,internal auditory canal meningioma,auditory canal internal meningioma,True
7188,obo.DOID_5996,DOID_5996,class,BluntDuctAdenosisOfBreast,blunt duct adenosis of breast,adenosis blunt breast duct,True
7189,obo.DOID_5998,DOID_5998,class,MicroglandularAdenosis,microglandular adenosis,adenosis microglandular,True
7190,obo.DOID_5999,DOID_5999,class,ApocrineAdenosisOfBreast,apocrine adenosis of breast,adenosis apocrine breast,True
7191,obo.DOID_600,DOID_600,class,AnimalPhobia,animal phobia,animal phobia,True
7192,obo.DOID_6001,DOID_6001,class,BreastFibrosarcoma,breast fibrosarcoma,breast fibrosarcoma,True
7193,obo.DOID_6003,DOID_6003,class,AleukemicLeukemiaCutis,aleukemic leukemia cutis,aleukemic cutis leukemia,True
7194,obo.DOID_6004,DOID_6004,class,AleukemicLeukemia,aleukemic leukemia,aleukemic leukemia,True
7195,obo.DOID_6015,DOID_6015,class,AdultCentralNervousSystemTeratoma,adult central nervous system teratoma,adult central nervous system teratoma,True
7196,obo.DOID_6016,DOID_6016,class,AdultCentralNervousSystemMatureTeratoma,adult central nervous system mature teratoma,adult central mature nervous system teratoma,True
7197,obo.DOID_6017,DOID_6017,class,CentralNervousSystemMatureTeratoma,central nervous system mature teratoma,central mature nervous system teratoma,True
7198,obo.DOID_6018,DOID_6018,class,AdultCentralNervousSystemImmatureTeratoma,adult central nervous system immature teratoma,adult central immature nervous system teratoma,True
7199,obo.DOID_6019,DOID_6019,class,CentralNervousSystemImmatureTeratoma,central nervous system immature teratoma,central immature nervous system teratoma,True
7200,obo.DOID_602,DOID_602,class,Cancerophobia,cancerophobia,cancerophobia,True
7201,obo.DOID_6024,DOID_6024,class,SelectiveIgeDeficiencyDisease,selective ige deficiency disease,deficiency disease ige selective,True
7202,obo.DOID_603,DOID_603,class,AidsPhobia,aids phobia,aid phobia,True
7203,obo.DOID_6032,DOID_6032,class,JuvenileTypeTesticularGranulosaCellTumor,juvenile type testicular granulosa cell tumor,cell granulosa juvenile neoplasm testicular tumor type,True
7204,obo.DOID_6033,DOID_6033,class,HeartFibrosarcoma,heart fibrosarcoma,cardiac fibrosarcoma heart,True
7205,obo.DOID_6034,DOID_6034,class,HeartMalignantHemangiopericytoma,heart malignant hemangiopericytoma,heart hemangiopericytoma malignant,True
7206,obo.DOID_6037,DOID_6037,class,SpindleCellIntraocularMelanoma,spindle cell intraocular melanoma,cell intraocular melanoma spindle,True
7207,obo.DOID_6039,DOID_6039,class,UvealMelanoma,uveal melanoma,melanoma uveal,True
7208,obo.DOID_6041,DOID_6041,class,ChoroidSpindleCellMelanoma,choroid spindle cell melanoma,cell choroid melanoma spindle,True
7209,obo.DOID_6438,DOID_6438,class,MalignantChoroidMelanoma,malignant choroid melanoma,choroid malignant melanoma,True
7210,obo.DOID_6043,DOID_6043,class,CiliaryBodySpindleCellMelanoma,ciliary body spindle cell melanoma,body cell ciliary melanoma spindle,True
7211,obo.DOID_7328,DOID_7328,class,IrisSpindleCellMelanoma,iris spindle cell melanoma,cell iris melanoma spindle,True
7212,obo.DOID_6048,DOID_6048,class,TelangiectaticGlomangioma,telangiectatic glomangioma,glomangioma telangiectatic,True
7213,obo.DOID_605,DOID_605,class,FlyingPhobia,flying phobia,fly phobia,True
7214,obo.DOID_6052,DOID_6052,class,CentralNervousSystemChildhoodGermCellTumor,central nervous system childhood germ cell tumor,cell central childhood germ nervous system tumor,True
7215,obo.DOID_6053,DOID_6053,class,PediatricGermCellCancer,pediatric germ cell cancer,cancer cell germ pediatric,True
7216,obo.DOID_6054,DOID_6054,class,FrontalSinusSchneiderianPapilloma,frontal sinus schneiderian papilloma,frontal papilloma schneiderian sinus,True
7217,obo.DOID_6059,DOID_6059,class,NasalVestibulePapilloma,nasal vestibule papilloma,nasal papilloma vestibule,True
7218,obo.DOID_606,DOID_606,class,Brown-sequardSyndrome,brown-sequard syndrome,brown-sequard syndrome,True
7219,obo.DOID_6065,DOID_6065,class,UrinaryTractNon-invasiveTransitionalCellNeoplasm,urinary tract non-invasive transitional cell neoplasm,cell neoplasm non-invasive tract transitional urinary,True
7220,obo.DOID_6067,DOID_6067,class,OvarianMucinousNeoplasm,ovarian mucinous neoplasm,malignant mucinous neoplasm ovarian,True
7221,obo.DOID_6082,DOID_6082,class,PediatricTesticularGermCellTumor,pediatric testicular germ cell tumor,cell germ pediatric testicular tumor,True
7222,obo.DOID_6083,DOID_6083,class,ChildhoodOvarianEndodermalSinusTumor,childhood ovarian endodermal sinus tumor,childhood endodermal neoplasm ovarian sinus tumor,True
7223,obo.DOID_6084,DOID_6084,class,PediatricOvarianGermCellTumor,pediatric ovarian germ cell tumor,cell germ ovarian pediatric tumor,True
7224,obo.DOID_6085,DOID_6085,class,MeningealMelanoma,meningeal melanoma,leptomeninges melanoma meningeal,True
7225,obo.DOID_6086,DOID_6086,class,MalignantLeptomeningealTumor,malignant leptomeningeal tumor,leptomeningeal malignant tumor,True
7226,obo.DOID_6088,DOID_6088,class,AcuteStressDisorder,acute stress disorder,acute disorder stress traumatic,True
7227,obo.DOID_6089,DOID_6089,class,PediatricLeptomeningealMelanoma,pediatric leptomeningeal melanoma,leptomeningeal melanoma pediatric,True
7228,obo.DOID_6090,DOID_6090,class,AdultLeptomeningealMelanoma,adult leptomeningeal melanoma,adult leptomeningeal melanoma,True
7229,obo.DOID_6101,DOID_6101,class,SignetRingCellVariantCervicalMucinousAdenocarcinoma,signet ring cell variant cervical mucinous adenocarcinoma,adenocarcinoma cell cervical mucinous ring signet variant,True
7230,obo.DOID_6102,DOID_6102,class,HerpeticGastritis,herpetic gastritis,gastritis herpetic,True
7231,obo.DOID_6103,DOID_6103,class,ThoracicSpinalCanalspinalCordMeningioma,thoracic spinal canalspinal cord meningioma,canal cord meningioma spinal thoracic,True
7232,obo.DOID_6110,DOID_6110,class,JugularForamenMeningioma,jugular foramen meningioma,foramen jugular meningioma,True
7233,obo.DOID_6112,DOID_6112,class,CerebralMeningioma,cerebral meningioma,cerebral meningioma,True
7234,obo.DOID_6113,DOID_6113,class,IntracerebralCysticMeningioma,intracerebral cystic meningioma,cystic intracerebral meningioma,True
7235,obo.DOID_6114,DOID_6114,class,CerebralConvexityMeningioma,cerebral convexity meningioma,cerebral convexity meningioma,True
7236,obo.DOID_6115,DOID_6115,class,LateralVentricleMeningioma,lateral ventricle meningioma,lateral meningioma ventricle,True
7237,obo.DOID_6118,DOID_6118,class,RenalPelvisInvertedPapilloma,renal pelvis inverted papilloma,invert papilloma pelvis renal,True
7238,obo.DOID_6119,DOID_6119,class,RenalPelvisUrothelialPapilloma,renal pelvis urothelial papilloma,papilloma pelvis renal urothelial,True
7239,obo.DOID_6128,DOID_6128,class,GliomatosisCerebri,gliomatosis cerebri,cerebri gliomatosis,True
7240,obo.DOID_6132,DOID_6132,class,Bronchitis,bronchitis,bronchitis chest chronic cold,True
7241,obo.DOID_6139,DOID_6139,class,UterineCorpusEpithelioidLeiomyosarcoma,uterine corpus epithelioid leiomyosarcoma,corpus epithelioid leiomyosarcoma uterine,True
7242,obo.DOID_6148,DOID_6148,class,NasalCavityCarcinomaInSitu,nasal cavity carcinoma in situ,carcinoma cavity nasal situ,True
