,Entity,EntityName,EntityType,EntityLabel,EntityLabel (Short),EntityLabel (Extended),use_in_alignment
10899,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6542,C6542,class,ChildhoodTesticularMixedGermCellTumor,childhood testicular mixed germ cell tumor,cell childhood germ mixed neoplasm neoplastic pediatric process testicular tumor,True
10900,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C68628,C68628,class,ChildhoodMalignantTesticularGermCellTumor,childhood malignant testicular germ cell tumor,cell childhood germ malignant neoplastic process testicular tumor,True
10901,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6543,C6543,class,ChildhoodTesticularYolkSacTumor,childhood testicular yolk sac tumor,childhood endodermal neoplasm neoplastic pediatric process sac sinus testicular tumor yolk,True
10902,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6544,C6544,class,ChildhoodTesticularChoriocarcinoma,childhood testicular choriocarcinoma,childhood choriocarcinoma neoplastic pediatric process testicular testis,True
10903,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6545,C6545,class,ChildhoodTesticularEmbryonalCarcinoma,childhood testicular embryonal carcinoma,carcinoma childhood embryonal neoplastic pediatric process testicular testis,True
10904,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6546,C6546,class,ChildhoodOvarianEmbryonalCarcinoma,childhood ovarian embryonal carcinoma,carcinoma childhood embryonal neoplastic ovarian ovary pediatric process,True
10905,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8108,C8108,class,OvarianEmbryonalCarcinoma,ovarian embryonal carcinoma,carcinoma embryonal neoplastic ovarian ovary process,True
10906,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6547,C6547,class,ChildhoodOvarianImmatureTeratoma,childhood ovarian immature teratoma,childhood immature neoplastic ovarian ovary pediatric process teratoma,True
10907,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6554,C6554,class,ChildhoodOvarianTeratoma,childhood ovarian teratoma,childhood neoplastic ovarian ovary pediatric process teratoma,True
10908,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8111,C8111,class,ImmatureOvarianTeratoma,immature ovarian teratoma,cell germ grade immature neoplastic ovarian ovary process teratoma,True
10909,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6548,C6548,class,ChildhoodOvarianMatureTeratoma,childhood ovarian mature teratoma,childhood mature neoplastic ovarian ovary pediatric process teratoma,True
10910,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6549,C6549,class,ChildhoodOvarianChoriocarcinoma,childhood ovarian choriocarcinoma,childhood choriocarcinoma neoplastic ovarian ovary pediatric process,True
10911,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6550,C6550,class,ChildhoodOvarianDysgerminoma,childhood ovarian dysgerminoma,cell childhood dysgerminoma germ germinomatous neoplastic ovarian pediatric process tumor,True
10912,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8106,C8106,class,OvarianDysgerminoma,ovarian dysgerminoma,cell dysgerminoma germ neoplastic ovarian ovary process,True
10913,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6551,C6551,class,ChildhoodOvarianYolkSacTumor,childhood ovarian yolk sac tumor,childhood endodermal neoplasm neoplastic ovarian pediatric process sac sinus tumor yolk,True
10914,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6556,C6556,class,DegeneratedSchwannoma,degenerated schwannoma,ancient degenerate neoplastic neurilemmoma process schwannoma,True
10915,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6557,C6557,class,Schwannomatosis,schwannomatosis,neoplastic neurilemmomatosis neurinomatosis process schwannomatosis,True
10916,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6558,C6558,class,EpithelioidNeurofibroma,epithelioid neurofibroma,epithelioid neoplastic neurofibroma process,True
10917,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6559,C6559,class,MultipleMucosalNeuromas,multiple mucosal neuromas,disease mucosal multiple neuroma syndrome,True
10918,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6560,C6560,class,GlandularMalignantPeripheralNerveSheathTumor,glandular malignant peripheral nerve sheath tumor,glandular malignant mpnst neoplasm neoplastic nerve peripheral process schwannoma sheath tumor,True
10919,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6565,C6565,class,ChildhoodKidneyAngiomyolipoma,childhood kidney angiomyolipoma,angiomyolipoma childhood kidney neoplastic pediatric process renal,True
10920,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6568,C6568,class,ChildhoodRenalCellCarcinoma,childhood renal cell carcinoma,cancer carcinoma cell childhood kidney neoplastic pediatric process renal,True
10921,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6570,C6570,class,ExtraskeletalCartilaginousosseousNeoplasm,extraskeletal cartilaginousosseous neoplasm,cartilaginous extraskeletal neoplasm neoplastic osseous process tumor,True
10922,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6571,C6571,class,BenignExtraskeletalCartilaginousosseousNeoplasm,benign extraskeletal cartilaginousosseous neoplasm,benign cartilaginous extraskeletal neoplasm neoplastic osseous process tumor,True
10923,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6572,C6572,class,MalignantExtraskeletalCartilaginousosseousNeoplasm,malignant extraskeletal cartilaginousosseous neoplasm,cartilaginous extraskeletal malignant neoplasm neoplastic osseous process tumor,True
10924,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6580,C6580,class,Juxta-articularMyxoma,juxta-articular myxoma,cyst juxta-articular juxtaarticular myxoma neoplastic parameniscal periarticular process,True
10925,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6581,C6581,class,Parachordoma,parachordoma,neoplastic parachordoma process,True
10926,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6583,C6583,class,NonossifyingFibromyxoidTumor,nonossifying fibromyxoid tumor,fibromyxoid fibromyxoma neoplasm neoplastic nonossifying process tumor,True
10927,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6584,C6584,class,PalisadedLymphNodeMyofibroblastoma,palisaded lymph node myofibroblastoma,lymph myofibroblastoma neoplastic node palisade process,True
10928,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6589,C6589,class,ChildhoodParostealOsteosarcoma,childhood parosteal osteosarcoma,childhood neoplastic osteogenic osteosarcoma parosteal process sarcoma,True
10929,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8969,C8969,class,ParostealOsteosarcoma,parosteal osteosarcoma,juxtacortical neoplastic osteogenic osteosarcoma parosteal process sarcoma,True
10930,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6590,C6590,class,ChildhoodConventionalOsteosarcoma,childhood conventional osteosarcoma,childhood conventional intracortical neoplastic osteosarcoma process,True
10931,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6591,C6591,class,PeripheralNeuroblastoma,peripheral neuroblastoma,neoplastic neuroblastoma peripheral process,True
10932,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6594,C6594,class,PeripheralGanglioneuroblastoma,peripheral ganglioneuroblastoma,ganglioneuroblastoma neoplastic nervous peripheral pns process system,True
10933,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6595,C6595,class,MediastinalLymphangioma,mediastinal lymphangioma,cystic hygroma lymphangioma mediastinal mediastinum neoplastic process,True
10934,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6596,C6596,class,MediastinalChondroma,mediastinal chondroma,chondroma mediastinal mediastinum neoplastic process,True
10935,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6598,C6598,class,MediastinalLeiomyoma,mediastinal leiomyoma,leiomyoma mediastinal mediastinum neoplastic process,True
10936,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6599,C6599,class,MediastinalLipoma,mediastinal lipoma,lipoma mediastinal mediastinum neoplastic process,True
10937,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6600,C6600,class,MediastinalRhabdomyoma,mediastinal rhabdomyoma,mediastinal mediastinum neoplastic process rhabdomyoma,True
10938,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6601,C6601,class,MediastinalGranularCellTumor,mediastinal granular cell tumor,cell granular mediastinal mediastinum myoblastoma neoplasm neoplastic process tumor,True
10939,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6604,C6604,class,BoneFibrosarcoma,bone fibrosarcoma,bone fibrosarcoma neoplastic process,True
10940,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6606,C6606,class,MediastinalSarcoma,mediastinal sarcoma,mediastinal mediastinum neoplastic process sarcoma,True
10941,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6709,C6709,class,StageIOsteosarcomaAjccV7,stage i osteosarcoma ajcc v7,ajcc neoplastic osteogenic osteosarcoma process sarcoma stage v7,True
10942,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6608,C6608,class,MalignantMediastinalHemangiopericytoma,malignant mediastinal hemangiopericytoma,hemangiopericytoma malignant mediastinal mediastinum neoplastic process,True
10943,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6710,C6710,class,StageIiOsteosarcomaAjccV7,stage ii osteosarcoma ajcc v7,ajcc ii neoplastic osteogenic osteosarcoma process sarcoma stage v7,True
10944,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6612,C6612,class,StageIiiOsteosarcomaAjccV7,stage iii osteosarcoma ajcc v7,ajcc iii neoplastic osteogenic osteosarcoma process sarcoma stage v7,True
10945,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6613,C6613,class,MediastinalAngiosarcoma,mediastinal angiosarcoma,angiosarcoma hemangiosarcoma mediastinal mediastinum neoplastic process,True
10946,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6614,C6614,class,MediastinalLiposarcoma,mediastinal liposarcoma,liposarcoma mediastinal mediastinum neoplastic process,True
10947,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6615,C6615,class,MediastinalExtraskeletalOsteosarcoma,mediastinal extraskeletal osteosarcoma,extraskeletal mediastinal mediastinum neoplastic osteogenic osteosarcoma process sarcoma,True
10948,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6617,C6617,class,MediastinalRhabdomyosarcoma,mediastinal rhabdomyosarcoma,mediastinal mediastinum neoplastic process rhabdomyosarcoma,True
10949,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6618,C6618,class,MediastinalSynovialSarcoma,mediastinal synovial sarcoma,mediastinal mediastinum neoplastic process sarcoma synovial,True
10950,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6619,C6619,class,MediastinalLeiomyosarcoma,mediastinal leiomyosarcoma,leiomyosarcoma mediastinal mediastinum neoplastic process,True
10951,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6621,C6621,class,MetastaticBoneEwingSarcoma,metastatic bone ewing sarcoma,bone ewing metastatic neoplastic osseous process sarcoma skeletal,True
10952,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6622,C6622,class,RecurrentBoneEwingSarcoma,recurrent bone ewing sarcoma,bone ewing neoplastic osseous process recurrent relapse sarcoma skeletal,True
10953,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7808,C7808,class,RecurrentEwingSarcoma,recurrent ewing sarcoma,ewing neoplastic process recurrent relapse sarcoma,True
10954,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6623,C6623,class,LocalizedBoneEwingSarcoma,localized bone ewing sarcoma,bone ewing localize neoplastic osseous process sarcoma skeletal,True
10955,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C7806,C7806,class,LocalizedEwingSarcoma,localized ewing sarcoma,ewing localize neoplastic process sarcoma tumor,True
10956,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6626,C6626,class,MediastinalMalignantPeripheralNerveSheathTumor,mediastinal malignant peripheral nerve sheath tumor,malignant mediastinal mediastinum mpnst neoplasm neoplastic nerve peripheral process sheath tumor,True
10957,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6627,C6627,class,MediastinalGanglioneuroblastoma,mediastinal ganglioneuroblastoma,ganglioneuroblastoma mediastinal mediastinum neoplastic process,True
10958,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6628,C6628,class,MediastinalNeuroblastoma,mediastinal neuroblastoma,mediastinal mediastinum neoplastic neuroblastoma process,True
10959,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6630,C6630,class,MalignantMelanoticPeripheralNerveSheathTumorOfTheMediastinum,malignant melanotic peripheral nerve sheath tumor of the mediastinum,malignant mediastinal mediastinum melanocytic melanotic mpnst neoplastic nerve peripheral process sheath tumor,True
10960,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6631,C6631,class,MediastinalNeurofibroma,mediastinal neurofibroma,mediastinal mediastinum neoplastic neurofibroma process,True
10961,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6632,C6632,class,MediastinalGanglioneuroma,mediastinal ganglioneuroma,ganglioneuroma mediastinal mediastinum neoplastic process,True
10962,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6634,C6634,class,MediastinalHodgkinLymphoma,mediastinal hodgkin lymphoma,disease hodgkin lymphoma mediastinal mediastinum neoplastic primary process,True
10963,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6635,C6635,class,MediastinalMelanoticSchwannoma,mediastinal melanotic schwannoma,mediastinal mediastinum melanocytic melanotic neoplastic neurilemmoma process schwannoma,True
10964,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6636,C6636,class,MediastinalPsammomatousSchwannoma,mediastinal psammomatous schwannoma,benign mediastinal mediastinum neoplastic neurilemmoma process psammomatous schwannoma,True
10965,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6643,C6643,class,MediastinalSchwannoma,mediastinal schwannoma,benign mediastinal mediastinum neoplastic neurilemmoma process schwannoma,True
10966,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6638,C6638,class,Stage1Neuroblastoma,stage1 neuroblastoma,neoplastic neuroblastoma process stage,True
10967,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6640,C6640,class,Stage3Neuroblastoma,stage3 neuroblastoma,iii neoplastic neuroblastoma process stage,True
10968,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6641,C6641,class,Stage4Neuroblastoma,stage4 neuroblastoma,disseminate iv neoplastic neuroblastoma process stage,True
10969,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6644,C6644,class,PleuralLipoma,pleural lipoma,lipoma neoplastic pleura pleural process,True
10970,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6645,C6645,class,InfantileHemangioma,infantile hemangioma,capillary cellular hemangioendothelioma hemangioma infantile juvenile neoplastic nevus process strawberry,True
10971,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6646,C6646,class,StageIPleuralMalignantMesotheliomaAjccV7,stage i pleural malignant mesothelioma ajcc v7,ajcc malignant mesothelioma neoplastic pleura pleural process stage v7,True
10972,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6647,C6647,class,StageIiPleuralMalignantMesotheliomaAjccV7,stage ii pleural malignant mesothelioma ajcc v7,ajcc ii malignant mesothelioma neoplastic pleura pleural process stage v7,True
10973,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6648,C6648,class,StageIiiPleuralMalignantMesotheliomaAjccV7,stage iii pleural malignant mesothelioma ajcc v7,ajcc iii malignant mesothelioma neoplastic pleura pleural process stage v7,True
10974,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6649,C6649,class,StageIvPleuralMalignantMesotheliomaAjccV7,stage iv pleural malignant mesothelioma ajcc v7,ajcc iv malignant mesothelioma neoplastic pleura pleural process stage v7,True
10975,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6651,C6651,class,StageIAmpullaOfVaterCancerAjccV7,stage i ampulla of vater cancer ajcc v7,ajcc ampulla ampullary cancer carcinoma neoplastic process stage v7 vater,True
10976,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6652,C6652,class,StageIiAmpullaOfVaterCancerAjccV7,stage ii ampulla of vater cancer ajcc v7,ajcc ampulla ampullary cancer carcinoma ii neoplastic process stage v7 vater,True
10977,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6653,C6653,class,StageIiiAmpullaOfVaterCancerAjccV7,stage iii ampulla of vater cancer ajcc v7,ajcc ampulla ampullary cancer carcinoma iii neoplastic process stage v7 vater,True
10978,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6654,C6654,class,StageIvAmpullaOfVaterCancerAjccV7,stage iv ampulla of vater cancer ajcc v7,ajcc ampulla ampullary cancer carcinoma iv neoplastic process stage v7 vater,True
10979,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6655,C6655,class,AmpullaOfVaterSmallCellNeuroendocrineCarcinoma,ampulla of vater small cell neuroendocrine carcinoma,ampulla ampullary carcinoma cell nec neoplastic neuroendocrine process region small vater,True
10980,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C95984,C95984,class,AmpullaOfVaterNeuroendocrineCarcinoma,ampulla of vater neuroendocrine carcinoma,ampulla ampullary carcinoma cell differentiate endocrine g3 grade high large nec neoplastic neuroendocrine poorly process region small vater,True
10981,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6656,C6656,class,AmpullaOfVaterSignetRingCellCarcinoma,ampulla of vater signet ring cell carcinoma,ampulla ampullary carcinoma cell neoplastic process ring signet vater,True
10982,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C95909,C95909,class,PreinvasiveNeoplasmOfTheAmpullaryRegion,preinvasive neoplasm of the ampullary region,ampullary neoplasm neoplastic preinvasive process region,True
10983,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6658,C6658,class,AmpullaOfVaterVillousAdenoma,ampulla of vater villous adenoma,adenoma ampulla ampullary neoplastic process vater villous,True
10984,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6659,C6659,class,AmpullaOfVaterTubularAdenoma,ampulla of vater tubular adenoma,adenoma ampulla ampullary neoplastic process tubular vater,True
10985,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C6660,C6660,class,StageIiLungLargeCellCarcinomaAjccV7,stage ii lung large cell carcinoma ajcc v7,ajcc cancer carcinoma cell ii large lung neoplastic process stage v7,True
10986,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8755,C8755,class,StageILungLargeCellCarcinomaAjccV7,stage i lung large cell carcinoma ajcc v7,ajcc cancer carcinoma cell large lung neoplastic process stage v7,True
10987,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C9257,C9257,class,StageIiiLungLargeCellCarcinomaAjccV7,stage iii lung large cell carcinoma ajcc v7,ajcc cancer carcinoma cell iii large lung neoplastic process stage v7,True
10988,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8750,C8750,class,StageIiLungAdenosquamousCarcinomaAjccV7,stage ii lung adenosquamous carcinoma ajcc v7,adenosquamous ajcc cancer carcinoma cell ii lung neoplastic process stage v7,True
10989,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C8749,C8749,class,StageILungAdenosquamousCarcinomaAjccV7,stage i lung adenosquamous carcinoma ajcc v7,adenosquamous ajcc cancer carcinoma cell lung neoplastic process stage v7,True
10990,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C66719,C66719,class,BreastAtypicalMedullaryCarcinoma,breast atypical medullary carcinoma,atypical breast carcinoma ductal feature infiltrate medullary neoplastic process,True
10991,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C66753,C66753,class,MalignantMelanomaInPrecancerousMelanosis,malignant melanoma in precancerous melanosis,cutaneous malignant melanoma melanosis neoplastic precancerous process skin,True
10992,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C66755,C66755,class,ProliferativeNodulesInCongenitalMelanocyticNevus,proliferative nodules in congenital melanocytic nevus,congenital dermal lesion melanocytic neoplastic nevus nodule process proliferative,True
10993,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C66757,C66757,class,EpithelioidCellNevus,epithelioid cell nevus,cell epithelioid neoplastic nevus process,True
10994,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C66758,C66758,class,SpindleCellNevus,spindle cell nevus,cell neoplastic nevus process spindle,True
10995,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C66761,C66761,class,PeriostealFibroma,periosteal fibroma,fibroma neoplastic periosteal process,True
10996,C:\Users\goche\Desktop\WIMS2026\wims2026_implementation\Datasets\2024\BioML\snomed-ncit.neoplas\ncit.neoplas.C66774,C66774,class,OssifyingRenalTumorOfInfancy,ossifying renal tumor of infancy,infancy neoplastic orti ossify process renal tumor,True
