,SrcEntity,TgtEntity,SrcLabel,TgtLabel,label
4455,C9242,DOID_5353,colon colonic malignant neoplasm neoplastic process tumor,colonic disease,0
4456,C125592,DOID_0060468,disease holt oram syndrome,holt oram syndrome,1
4457,C50503,DOID_13336,congenital toxoplasmosis,congenital toxoplasmosis,1
4458,C75463,DOID_3919,disease prader prader labhart willi prader willi prader willi labhart syndrome willi,cystic neoplasm pancreatic serous,0
4459,C34996,DOID_13405,cutaneous disease sarcoidosis syndrome,cardiac sarcoidosis,0
4460,C3564,DOID_5467,conjunctiva conjunctival malignant neoplasm neoplastic process tumor,conjunctival cancer,1
4461,C26874,DOID_5679,detach detachment disease retina retinal syndrome,disease retinal,0
4462,C114902,DOID_0060639,diabetes disease mellitus neonatal permanent syndrome,pdmi,1
4463,C7928,DOID_6053,neoplastic process,cancer cell germ pediatric,1
4464,C8196,DOID_9072,cavity find granuloma lesion lethal midfacial midline nasal necrotising paranasal sinus,lethal midline granuloma,1
4465,C3192,DOID_3315,benign lipoma neoplastic no process,multiple lipomatosis,1
4466,C84532,DOID_9153,acrodermatitis disease syndrome,cottonpox milkpox minor variola whitepox,0
4467,C42058,DOID_5193,ganglioneuroblastoma neoplastic nodular process,nodular ganglioneuroblastoma,1
4468,C5130,DOID_4869,adenocystic adenoid breast carcinoma cystic mammary neoplastic process,adenoid carcinoma cystic laryngeal,0
4469,C6068,DOID_1355,accessory lymphoma neoplastic paranasal primary process sinus,paranasal sinus lymphoma,1
4470,C84795,DOID_0080036,corneal disease dystrophy epithelial juvenile meesmann syndrome,bone buchem disease dysplasia sclerosing sost related van,0
4471,C75011,DOID_0110950,waardenburg syndrome type 2a,2a iia syndrome type waardenburg ws2a,1
4472,C131133,DOID_0060251,disease or syndrome,sclerosteosis,1
4473,C5973,DOID_5536,cancer carcinoma neoplastic process supraglottic supraglottis throat,carcinoma cell sarcomatoid skin squamous,0
4474,C7266,DOID_5522,basaloid carcinoma cell large lung neoplastic process,basaloid carcinoma cell squamous,0
4475,C5846,DOID_4896,adenocarcinoma bile carcinoma colloid colloidal duct extrahepatic mucinous neoplastic process,adenocarcinoma bile duct,0
4476,C6155,DOID_4938,adenocarcinoma neoplastic process ureter ureteral,ureter adenocarcinoma,1
4477,C5451,DOID_6293,lipoma of central nervous system,central lipoma nervous system,1
4478,C4060,DOID_3269,ovarian cystadenoma,cystadenoma ovarian,1
4479,C4425,DOID_2595,glottis neoplasm neoplastic process tumor,cancer glottis,0
4480,C6548,DOID_6229,pediatric mature teratoma of the ovary,childhood mature ovary teratoma,1
4481,C75463,DOID_11983,prader willi syndrome,prader willi syndrome,1
4482,C5492,DOID_10657,colon colonic leiomyoma neoplastic process,colon colonic lymphangioma,0
4483,C92727,DOID_0050668,alcohol arbd birth defect disease related syndrome,alcohol related arbd birth defect,1
4484,C61254,DOID_10587,beta galactosidase cell deficiency disease galactosylceramide globoid krabbe leukodystrophy lipidosis syndrome,globoid cell leukodystrophy,1
4485,C34382,DOID_13382,anemia disease megaloblastic syndrome,anemia grasbeck imerslund hereditary imerslund grasbeck megaloblastic mga1 norwegian recessive rh mga1 syndrome type,1
4486,C3708,DOID_4743,cell germ neoplasm neoplastic no process tumor,cell germ mixed testicular tumor,0
4487,C4426,DOID_10069,neoplasm of subglottis,neoplasm subglottis,1
4488,C4426,DOID_0110374,neoplasm neoplastic process subglottic subglottis tumor,pigmentosa retinitis rp68,0
4489,C7910,DOID_5396,prolactin secreting pituitary tumor,carcinoma gland malignant neoplasm pituitary produce prolactin prolactin producing tumor,1
4490,C5475,DOID_5517,cancer carcinoma cell gastric neoplastic process squamous stomach,carcinoma gastric stomach,0
4491,C3867,DOID_5324,cancer carcinoma fallopian neoplastic process tube,cancer cell fallopian germ tube,0
4492,C34582,DOID_10314,disease endocarditis syndrome,endocarditis,1
4493,C84729,DOID_0111121,disease gilbert syndrome,nephronophthisis nphp13,0
4494,C7729,DOID_5518,penile epidermoid carcinoma,carcinoma cell penis squamous,1
4495,C5461,DOID_4439,cell central cns germ neoplasm neoplastic nervous process system tumor,central nervous system germ cell tumor,1
4496,C84709,DOID_1029,disease familial paralysis periodic syndrome,familial periodic paralysis,1
4497,C35668,DOID_13208,non proliferative diabetic retinopathy,background diabetic retinopathy,1
4498,C131633,DOID_2216,deficiency disease factor syndrome xiii,deficiency factor,0
4499,C35467,DOID_4,achenbach disease syndrome,disease,0
4500,C3868,DOID_0050922,gastrointestinal gist neoplasm neoplastic no process stromal tumor,carcinoma gastrointestinal,0
4501,C5250,DOID_3504,adenocarcinoma carcinoma cell cohesive gastric include neoplastic poorly process ring signet stomach,adenocarcinoma carcinoma cell prostate ring signet,0
4502,C9477,DOID_3078,high grade astrocytoma nos,anaplastic astrocytoma grade iii,1
4503,C27896,DOID_4231,disease multicentric reticulohistiocytosis syndrome,histiocytoma,0
4504,C35704,DOID_11213,conjunctivitis infective,acute conjunctivitis contagious,1
4505,C6584,DOID_8304,palisaded myofibroblastoma of the lymph node,lymph myofibroblastoma node palisade,1
4506,C3031,DOID_10040,eyelid neoplasm neoplastic process tumor,eyelid malignant melanoma,0
4507,C119734,DOID_2491,disease disorder nerve neuropathy peripheral syndrome,neuropathy peripheral sensory,0
4508,C84729,DOID_2739,disease gilbert syndrome,gilbert gilbert meulengracht syndrome,1
4509,C27037,DOID_4406,disease or syndrome,dermatitis spongiotic,1
4510,C6744,DOID_5566,mature neoplastic pericardial pericardium process teratoma,mature teratoma,0
4511,C7813,DOID_9544,cell neoplasm neoplastic plasma process refractory,refractory plasma cell neoplasm,1
4512,C3567,DOID_12756,malignant lacrimal duct neoplasm,cancer duct lacrimal,1
4513,C39885,DOID_7246,acinar adenocarcinoma lymphoepithelioma like neoplastic process prostate variant,lymphoepithelioma like acinar prostate adenocarcinoma,1
4514,C4949,DOID_901,primary hepatic lymphoma,liver lymphoma,1
4515,C75011,DOID_0110950,2a disease iia syndrome type waardenburg,waardenburg syndrome type iia,1
4516,C4949,DOID_901,primary liver lymphoma,liver lymphoma,1
4517,C26710,DOID_1910,bronchial bronchopneumonia disease lobular pneumonia syndrome,endodermal neoplasm sac sinus tumor vaginal yolk,0
4518,C3567,DOID_12756,neoplastic process,cancer duct lacrimal,1
4519,C9011,DOID_2658,dermoid cyst,cyst dermoid,1
4520,C4787,DOID_0050624,benign neoplasm of gastrointestinal system,benign gastrointestinal neoplasm system,1
4521,C122577,DOID_9362,asthmaticus disease status syndrome,status asthmaticus,1
4522,C34565,DOID_12375,disease dystrophy syndrome vulvar,bronchial bronchopneumonia lobular pneumonia,0
4523,C34782,DOID_14018,alcoholic cirrhosis disease syndrome,alcoholic liver cirrhosis,1
4524,C5396,DOID_6610,angioma bone epithelioid hemangioma neoplastic osseous process,bone hemangioma,1
4525,C123433,DOID_225,disease hyperlysinemia syndrome,syndrome,0
4526,C3564,DOID_5467,malignant tumor of conjunctiva,cancer conjunctiva conjunctival malignant neoplasm,1
4527,C6483,DOID_9601,atypical decubital disease fasciitis fibroplasia ischemic syndrome,fasciitis ischemic,1
4528,C2952,DOID_8577,colitis ulcerative,colitis ulcerative,1
4529,C126344,DOID_0060708,deficiency disease itk lpfs1 lymphoproliferative syndrome,cd27 deficiency lpfs2 lymphoproliferative syndrome,0
4530,C3188,DOID_2696,interstitial cell tumor,cell leydig tumor,1
4531,C27937,DOID_5595,papillary carcinoma of the thymus,adenocarcinoma papillary thymic,1
4532,C3031,DOID_2173,tumor of eyelid,eyelid neoplasm,1
4533,C3744,DOID_1618,fibroadenoma,breast fibroadenoma juvenile,1
4534,C27539,DOID_4299,basal carcinoma cell infiltrate neoplastic no process skin,basal carcinoma cell infiltrate infiltrative skin,1
4535,C35397,DOID_4364,disease pneumoconiosis slate syndrome,breast malignant melanoma,0
4536,C6346,DOID_4867,adenoid cystic carcinoma of cervix,adenoid carcinoma cervical cystic,1
4537,C4527,DOID_262,hemangiopericytoma kidney neoplastic process renal,kidney hemangiopericytoma,1
4538,C6529,DOID_5238,neoplastic process,benign perivascular tumor,1
4539,C119734,DOID_2477,disease disorder nerve neuropathy peripheral syndrome,motor neuropathy peripheral,0
4540,C6744,DOID_116,mature neoplastic pericardial pericardium process teratoma,cancer malignant neoplasm pericardium,0
4541,C35770,DOID_3393,arteriosclerosis disease monckeberg mo nckeberg syndrome,arteriosclerosis artery coronary disease heart,0
4542,C74995,DOID_0110872,disease or syndrome,holoprosencephaly hpe2,1
4543,C6840,DOID_3179,invert maxillary neoplastic papilloma process schneiderian sinus,invert papilloma,0
4544,C4616,DOID_0060061,cutaneous lipoma neoplastic process skin,cell cutaneous lymphoma t cell,0
4545,C3099,DOID_684,liver cell carcinoma,adult carcinoma hepatocellular primary,1
4546,C26934,DOID_13148,acute cystitis disease syndrome,acute cystitis,1
4547,C3088,DOID_268,angioendothelioma angiosarcoma hemangioendothelioma hemangiosarcoma malignant neoplastic process,angiosarcoma liver,0
4548,C99109,DOID_11723,disease dystrophy muscular syndrome walker warburg wws,duchenne dystrophy muscular,0
4549,C34619,DOID_13620,disease or syndrome,foramen ovale patent,1
4550,C54287,DOID_7409,carcinoma cell cylindrical neoplastic non keratinizing process ringertz schneiderian sinonasal squamous transitional,carcinoma cell non keratinizing squamous vulvar,0
4551,C6584,DOID_9942,lymph myofibroblastoma neoplastic node palisade process,disease lymph node,0
4552,C6022,DOID_5288,laryngeal leiomyosarcoma,larynx leiomyosarcoma,1
4553,C97179,DOID_11371,behavioral developmental disorder dysfunction mental pervasive,diarrhea functional,0
4554,C6282,DOID_5540,cancer carcinoma cell fallopian neoplastic process squamous tube,carcinoma cell fallopian squamous tube,1
4555,C39946,DOID_8394,adult cell granulosa neoplastic process testicular tumor type,adult cell granulosa testicular tumor type,1
4556,C3575,DOID_184,cancer endocrine gland malignant neoplasm neoplastic no process tumor,bone cancer malignant neoplasm,0
4557,C26748,DOID_12785,diabetic disease neuropathy syndrome,diabetic polyneuropathy,0
4558,C84646,DOID_2861,anemia congenital disease dyserythropoietic syndrome,anemia congenital hemolytic nonspherocytic,0
4559,C84883,DOID_4327,disease fever hemorrhagic marburg syndrome virus,marburg hemorrhagic fever,1
4560,C118634,DOID_0060844,disease norrie syndrome,norrie warburg disease,1
4561,C35194,DOID_0050572,disease dystrophy hereditary retinal syndrome,cone rod dystrophy retinal,0
4562,C7368,DOID_6505,benign calcify epithelioma epitherlioma follicle hair malherbe neoplasm neoplastic no pilomatricoma pilomatrixoma process,cell epithelioma spindle vaginal,0
4563,C39924,DOID_7097,neoplastic process,macrocystic pattern sac testicular tumor yolk,1
4564,C123262,DOID_12678,benign disease familial hypercalcemia hypocalciuric syndrome,hypercalcemia,0
4565,C4640,DOID_1992,malignant melanoma of the rectum,malignant melanoma rectum,1
4566,C6282,DOID_1749,cancer carcinoma cell fallopian neoplastic process squamous tube,cancer carcinoma cell squamous,0
4567,C4577,DOID_368,cerebral cancer,cancer cerebral cerebrum,1
4568,C3562,DOID_0110730,malignant neoplasm neoplastic orbit orbital process tumor,4a autosomal ceroid cln4a lipofuscinosis neuronal recessive,0
4569,C27204,DOID_178,collagen connective disease disorder inflammatory musculoskeletal pain rheumatic rheumatism rheumatologic syndrome tissue vascular,disease tissue vascular,0
4570,C6584,DOID_1629,lymph myofibroblastoma neoplastic node palisade process,breast myofibroblastoma,0
4571,C99100,DOID_14705,noack syndrome,acrocephalosyndactylia pfeiffer syndrome type,1
4572,C53459,DOID_2602,benign chondroma neoplastic no process,chondroma,1
4573,C3543,DOID_14547,malignant neoplasm neoplastic process sinus sphenoid sphenoidal tumor,carcinoma cell sinus sphenoid squamous,0
4574,C7739,DOID_255,angioma brain hemangioma neoplastic process,hemangioma,0
4575,C5041,DOID_92,speech disorder,disorder speech,1
4576,C7368,DOID_5374,benign pilomatrixoma,benign pilomatricoma pilomatrixoma,1
4577,C39885,DOID_7246,acinar adenocarcinoma lymphoepithelioma like neoplastic process prostate variant,acinar adenocarcinoma lymphoepithelioma like prostate variant,1
4578,C4533,DOID_4584,choroid malignant neoplasm neoplastic plexus process tumor,choroid meningioma plexus,0
4579,C7928,DOID_6053,childhood germ cell neoplasm,cancer cell germ pediatric,1
4580,C9011,DOID_5117,benign cyst cystic dermoid mature neoplastic no process subcutaneous teratoma tumor,cyst dermoid ovary,0
4581,C5846,DOID_3698,colloid extrahepatic bile duct adenocarcinoma,adenocarcinoma bile duct mucinous,1
4582,C6637,DOID_5560,soft tissue neoplasm of the mediastinum,mediastinal mesenchymal tumor,1
4583,C129031,DOID_5684,disease or syndrome,dysplasia sponastrime spondyloepimetaphyseal type,1
4584,C3716,DOID_6872,neoplasm neoplastic neuroectodermal neuroepithelioma no pnet primitive process tumor,cord neoplasm neuroectodermal primitive spinal,0
4585,C84777,DOID_0060877,bullosa disease ichthyosis siemens syndrome,bullous type ichthyosis,1
4586,C6248,DOID_12001,lymphoma neoplastic primary process trachea tracheal,tracheal lymphoma,1
4587,C61254,DOID_9842,beta galactosidase cell deficiency disease galactosylceramide globoid krabbe leukodystrophy lipidosis syndrome,choroid circumpapillary dystrophy total,0
4588,C6419,DOID_5697,liposarcoma of ovary,liposarcoma ovary,1
4589,C3424,DOID_13515,tsc,sclerosis tuberous,1
4590,C92727,DOID_0050668,alcohol related birth defect,alcohol related arbd birth defect,1
4591,C85078,DOID_0050817,disease stargardt syndrome,stargardt disease 1,1
4592,C82342,DOID_14483,chorea disease hd huntington syndrome,chorea gravidarum,0
4593,C3980,DOID_11832,disease or syndrome,epilepsy visual,1
4594,C116973,DOID_13921,bacterial bv disease syndrome vaginosis,bacterial esophagitis,0
4595,C4786,DOID_1414,behavioral dementia dysfunction mental,dysfunction ovarian,0
4596,C27143,DOID_11701,disease ige immunodeficiency selective syndrome,deficiency disease iga selective,0
4597,C78649,DOID_0050826,disease disorder syndrome tricuspid valve,disease rheumatic tricuspid valve,1
4598,C6994,DOID_338,cranial iii iiird neoplasm neoplastic nerve oculomotor process tumor,cranial neoplasm nerve,0
4599,C34771,DOID_9155,disease kala azar leishmaniasis syndrome visceral,leishmaniasis mucocutaneous,0
4600,C6346,DOID_4867,adenoid cystic carcinoma of cervix uteri,adenoid carcinoma cervical cystic,1
4601,C3099,DOID_684,carcinoma of the liver cells,adult carcinoma hepatocellular primary,1
4602,C27319,DOID_625,disease or syndrome,hypogammaglobulinemia transient,1
4603,C123433,DOID_9274,disease or syndrome,hyperlysinemia,1
4604,C35558,DOID_3113,carcinoma cell gland neoplastic papillary process tall thyroid variant,carcinoma papillary,0
4605,C5166,DOID_4679,mucoepidermoid breast carcinoma,breast carcinoma mucoepidermoid,1
4606,C84655,DOID_2340,craniosynostosis syndrome,craniosynostosis,1
4607,C6483,DOID_9601,disease or syndrome,fasciitis ischemic,1
4608,C4131,DOID_5015,hepatocellular fibrolamellar carcinoma,carcinoma fibrolamellar,1
4609,C35783,DOID_6043,body cell ciliary melanoma mixed neoplastic process,body cell ciliary melanoma spindle,0
4610,C34918,DOID_1474,disease periodontitis syndrome,aggressive periodontitis,0
4611,C5241,DOID_2996,mixed germ cell sex cord neoplasm,cell sex cord germ mixed neoplasm,1
4612,C4664,DOID_1063,cell disease disorder gamma gran granular large leuk leukemia lgll lymph lymphocyte lymphocytic lymphocytosis lymphogenous lymphoid lymphoproliferative malignant neoplastic process t cell t gamma t lgl tgamma,interstitial nephritis,0
4613,C5152,DOID_5612,cord neoplastic process sarcoma spinal,cancer cord neoplasm spinal,0
4614,C39832,DOID_3741,neoplastic process,bladder carcinoma cell squamous verrucous,1
4615,C7368,DOID_5374,neoplastic process,benign pilomatricoma pilomatrixoma,1
4616,C9505,DOID_2679,neoplastic process,dysembryoplastic neuroepithelial tumor,1
4617,C35807,DOID_13402,disease hypercalcemic sarcoidosis syndrome,sarcoidosis skin,0
4618,C3997,DOID_3869,neoplastic process,childhood medulloblastoma,1
4619,C88413,DOID_10939,antisocial behavioral disorder dysfunction mental personality psychopathy sociopathy,antisocial disorder personality,1
4620,C92727,DOID_1682,alcohol arbd birth defect disease related syndrome,congenital defect disease heart,0
4621,C27625,DOID_4560,chronic disease endometritis non specific syndrome,non specific chronic endometritis,1
4622,C3716,DOID_4791,neoplasm neoplastic neuroectodermal neuroepithelioma no pnet primitive process tumor,neuroectodermal primitive supratentorial tumor,0
4623,C118783,DOID_0050558,1a congenital disease dystrophy mdc1a merosin deficient muscular syndrome type,congenital disease dystrophy muscular scleroatonic ullrich,0
4624,C9242,DOID_219,malignant colon neoplasm,cancer colon,1
4625,C4017,DOID_3007,neoplastic process,breast carcinoma ductal,1
4626,C35558,DOID_7086,carcinoma cell gland neoplastic papillary process tall thyroid variant,carcinoma multicentric papillary thyroid,0
4627,C7788,DOID_9138,stage 0 gastric carcinoma in situ,carcinoma situ stomach,1
4628,C4341,DOID_0050748,b cell lymphoma marginal mzbcl mzl neoplastic no process zone,marginal zone b cell lymphoma,1
4629,C7910,DOID_6276,gland neoplasm neoplastic pituitary prl process produce prolactin prolactin producing secrete tumor tumour,acth gland malignant neoplasm pituitary produce,0
4630,C119734,DOID_870,disease disorder nerve neuropathy peripheral syndrome,neuropathy peripheral,1
4631,C6711,DOID_3723,chest neoplastic plasmacytoma process solitary wall,chest plasmacytoma solitary wall,1
4632,C4130,DOID_4075,bile duct mcn with an associated invasive carcinoma,bile cystadenocarcinoma duct,1
4633,C27445,DOID_8151,appendiceal appendix glucagon like l cell neoplasm neoplastic net neuroendocrine peptide peptide producing process produce tumor,appendiceal l cell glucagon like peptide producing tumor,1
4634,C40026,DOID_2151,malignant ovarian epithelial tumor,epithelial stromal malignant neoplasm ovarian surface,1
4635,C5130,DOID_4877,adenoid cystic carcinoma of the breast,adenoid breast carcinoma cystic,1
4636,C3213,DOID_0060221,maffuccis anomalad,maffucci syndrome,1
4637,C118783,DOID_9884,1a congenital disease dystrophy mdc1a merosin deficient muscular syndrome type,dystrophy muscular,0
4638,C9295,DOID_3664,tumor of mast cells,cell mast neoplasm tumor,1
4639,C39992,DOID_6232,ovarian biphasic or triphasic teratoma,biphasic ovarian teratoma triphasic,1
4640,C6897,DOID_7571,malignant multilocular cystic nephroma,cystic malignant nephroma,1
4641,C5451,DOID_331,central cns lipoma neoplastic nervous process system,central disease nervous system,0
4642,C27204,DOID_1575,collagen disease,disease rheumatic,1
4643,C8712,DOID_7428,germinoma neoplastic pineal process region,germinoma pineal region,1
4644,C27996,DOID_13738,attack disease heart infarct infarction mi myocardial syndrome,hepatic infarct infarction liver,0
4645,C4967,DOID_5604,adult acute lymphogenous leukemia,acute adult leukemia lymphocytic,1
4646,C6346,DOID_4867,cervical adenoid cystic carcinoma,adenoid carcinoma cervical cystic,1
4647,C6166,DOID_4013,urethral transitional cell carcinoma,carcinoma cell transitional urethra,1
4648,C3512,DOID_3910,adenocarcinoma,adenocarcinoma bronchogenic cell lung nonsmall,1
4649,C5549,DOID_1967,leiomyosarcoma neoplastic process rectal rectum,leiomyosarcoma,0
4650,C27937,DOID_5595,thymic papillary carcinoma,adenocarcinoma papillary thymic,1
4651,C85231,DOID_0050769,cough disease pertussis syndrome whooping,syndrome,0
4652,C7910,DOID_5396,prolactin producing pituitary tumor,carcinoma gland malignant neoplasm pituitary produce prolactin prolactin producing tumor,1
4653,C3564,DOID_5467,malignant neoplasm of conjunctiva,cancer conjunctiva conjunctival malignant neoplasm,1
4654,C123433,DOID_1171,disease hyperlysinemia syndrome,hyperlipoproteinemia type,0
4655,C4787,DOID_0050624,neoplastic process,benign gastrointestinal neoplasm system,1
4656,C6176,DOID_6886,ureter small cell neuroendocrine carcinoma,carcinoma cell small ureter,1
4657,C5848,DOID_5438,bile duct extrahepatic leiomyosarcoma neoplastic process,adenoma bile duct extrahepatic,0
4658,C40387,DOID_7511,breast intraductal myoepitheliosis neoplastic process,breast intraductal papillomatosis,0
4659,C4131,DOID_5015,cancer carcinoma cell fibrolamellar fibrous flc hepatocellular liver neoplastic oncocytic polygonal process stroma tumor type,fibrolamellar carcinoma,1
4660,C9055,DOID_3999,bartholins gland carcinoma,bartholin carcinoma gland,1
4661,C2963,DOID_2815,cranial neoplasm neoplastic nerve process tumor,cranial malignant neoplasm nerve,0
4662,C85078,DOID_14250,disease stargardt syndrome,syndrome,0
4663,C6068,DOID_1355,accessory lymphoma neoplastic paranasal primary process sinus,lymphoma paranasal sinus,1
4664,C112200,DOID_14250,disease effluvium syndrome telogen,syndrome,0
4665,C4191,DOID_3178,adenoma intracystic neoplastic papillary papilloma process,papilloma skin,0
4666,C6376,DOID_2071,vulvar squamous cell papilloma,papilloma squamous vulvar,1
4667,C3099,DOID_684,hcc,adult carcinoma hepatocellular primary,1
4668,C27207,DOID_2814,acoustic disease disorder nerve no syndrome vestibulocochlear,acoustic malignant neoplasm nerve,0
4669,C6092,DOID_5529,neoplastic process,carcinoma cell gland lacrimal squamous,1
4670,C27996,DOID_5844,disease or syndrome,infarction myocardial,1
4671,C3085,DOID_0080189,angioma benign hemangioma neoplastic no process,hemangioma malignant,0
4672,C84802,DOID_7765,disease kluver bucy syndrome,coat disease syndrome,0
4673,C5141,DOID_6581,apocrine breast carcinoma,apocrine breast carcinoma,1
4674,C6336,DOID_4113,adenosarcoma of uterine corpus,adenosarcoma corpus uterine,1
4675,C129031,DOID_0080030,alteration disease dwarfism dysplasia metaphyseal nose saddle short limb spinal sponastrime spondyloepimetaphyseal striation syndrome type,dysplasia missouri spondyloepimetaphyseal type,0
4676,C39946,DOID_4743,adult cell granulosa neoplastic process testicular tumor type,cell germ mixed testicular tumor,0
4677,C5549,DOID_7160,leiomyosarcoma neoplastic process rectal rectum,leiomyoma rectum,0
4678,C54287,DOID_6888,carcinoma cell cylindrical neoplastic non keratinizing process ringertz schneiderian sinonasal squamous transitional,carcinoma cell transitional ureter,0
4679,C3708,DOID_2994,germ cell neoplasm,cancer cell germ,1
4680,C88413,DOID_10939,antisocial personality disorder,antisocial disorder personality,1
4681,C5141,DOID_5119,apocrine breast carcinoma ductal neoplastic process,cyst ovarian,0
4682,C61269,DOID_14504,cholesterol disease lipidosis niemann pick sphingomyelin syndrome,block cholesterol deficiency disease esterification form juvenile lipidosis niemann pick sphingomyelin sphingomyelinase subacute type,1
4683,C3188,DOID_2696,neoplastic process,cell leydig tumor,1
4684,C123330,DOID_14245,degeneration disease macular syndrome,cystoid degeneration macular retinal,0
4685,C26854,DOID_3829,disease disorder gland pituitary syndrome,adenoma pituitary,0
4686,C118783,DOID_0110636,1a congenital disease dystrophy mdc1a merosin deficient muscular syndrome type,1a alpha2 cmd1a congenital deficiency due dystrophy laminin mdc1a merosin deficient merosin negative muscular,1
4687,C3366,DOID_8541,ctcl sezary syndrome,disease sezary,1
4688,C3687,DOID_6257,adenoma chromophil kidney neoplastic papillary process renal,adenoma chromophil kidney,1
4689,C5289,DOID_8006,clivus meningioma neoplastic process,meningioma skin,0
4690,C6601,DOID_5046,granular cell tumor of mediastinum,cell granular mediastinal myoblastoma,1
4691,C75463,DOID_11983,disease prader prader labhart willi prader willi prader willi labhart syndrome willi,prader willi syndrome,1
4692,C39987,DOID_6514,neoplastic process,ovarian pattern polyvesicular sac tumor vitelline yolk,1
4693,C7975,DOID_6931,adenocarcinoma bile duct extrahepatic neoplastic process,adenocarcinoma bile duct extrahepatic papillary,0
4694,C6994,DOID_2817,oculomotor nerve tumor,cranial iii nerve tumor,1
4695,C84729,DOID_4,disease gilbert syndrome,disease,0
4696,C6043,DOID_4514,hemangiosarcoma of thyroid,angiosarcoma thyroid,1
4697,C5824,DOID_3540,lumbar neoplasm neoplastic plexus process tumor,cancer choroid plexus,0
4698,C62798,DOID_397,cardiomyopathy disease restrictive syndrome,cardiomyopathy restrictive,1
4699,C7739,DOID_4288,angioma brain hemangioma neoplastic process,carcinoma ear external,0
4700,C26915,DOID_0110774,disease syndrome vitiligo,abnormality facies graying characteristic hereditary lison paraparesis vitiligo premature paraplegia pigmentary spastic spg23 syndrome,0
4701,C99100,DOID_14705,abnormality acrocephalosyndactyly congenital noack pfeiffer syndrome type,acrocephalosyndactylia type v,1
4702,C5855,DOID_10209,bile duct extrahepatic leiomyoma neoplastic process,bile duct extrahepatic lipoma,0
4703,C92727,DOID_0050668,alcohol arbd birth defect disease related syndrome,arbd,1
4704,C5832,DOID_8022,neoplastic process,fibrosarcoma liver,1
4705,C6068,DOID_1355,accessory sinus lymphoma,lymphoma paranasal sinus,1
4706,C27466,DOID_7697,neoplastic process,acth hormone pancreatic produce tumor,1
4707,C4787,DOID_0060744,benign digestive gastrointestinal gi neoplasm neoplastic process system tumor,2b congenital deafness defect due dyshormonogenesis genetic goiter goiter deafness hormonogenesis hypothyroidism pendred syndrome tdh2b thyroid,0
4708,C4341,DOID_0050748,marginal zone lymphoma nos,b cell lymphoma marginal zone,1
4709,C7359,DOID_2870,endometrial adenocarcinoma not otherwise specified,adenoacanthoma adenocarcinoma endometrial endometrioid,1
4710,C34436,DOID_1727,arterial branch disease occlusion retinal syndrome,occlusion retinal vein,0
4711,C28155,DOID_4141,disease horner syndrome,intraorbital meningioma,0
4712,C5824,DOID_1080,lumbar neoplasm neoplastic plexus process tumor,filariasis,0
4713,C8810,DOID_3357,extraskeletal osteosarcoma,extraosseous osteosarcoma,1
4714,C39946,DOID_8394,neoplastic process,adult cell granulosa testicular tumor type,1
4715,C6780,DOID_5392,acidophil adenoma,acidophil adenoma,1
4716,C3945,DOID_14121,abnormality blue congenital disease macula mongolian sacral spot syndrome,blue syndrome toe,0
4717,C27071,DOID_624,disease or syndrome,hypogammaglobulinemia infancy transient,1
4718,C3945,DOID_0080148,abnormality blue congenital disease macula mongolian sacral spot syndrome,childhood lymphoblastic lymphoma t cell,0
4719,C3562,DOID_4143,malignant orbital neoplasm,cancer orbit orbital,1
4720,C35089,DOID_11100,disease fever syndrome typhoid,fever,0
4721,C62545,DOID_9024,burn disease dysesthesia mouth oral syndrome,carcinoma intestine situ,0
4722,C45745,DOID_0080198,arachnocytosis cardiac cardiomyopathy cell congenital disease hamartoma histiocytoid infantile isolated lipidosis myocardial myocardium oncocytic purkinje syndrome xanthomatous,cardiomyopathy histiocytoid infantile,1
4723,C34529,DOID_2497,disease enamel hypoplasia syndrome,enamel erosion,0
4724,C6545,DOID_6162,childhood embryonal carcinoma of testis,carcinoma childhood embryonal testis,1
4725,C62018,DOID_11312,mo bitz ii,atrioventricular block ii mobitz type,1
4726,C94349,DOID_1414,behavioral dysfunction ejaculation mental premature,dysfunction ovarian,0
4727,C6248,DOID_12001,lymphoma neoplastic primary process trachea tracheal,lymphoma of the trachea,1
4728,C85231,DOID_1116,cough disease pertussis syndrome whooping,bordetella infection,1
4729,C6744,DOID_0050829,mature neoplastic pericardial pericardium process teratoma,disease pericardium,0
4730,C5669,DOID_0090004,blastoma childhood neoplastic pleuropulmonary process pulmonary,arthropathy childhood dysplasia progressive pseudorheumatoid spondyloepiphyseal syndrome tarda progressive,0
4731,C6631,DOID_0060822,mediastinal mediastinum neoplastic neurofibroma process,abnormal cabezas disability gait hypogonadism intellectual mental mrs mrxs15 mrxsc retardation short stature syndrome syndromic type x linked,0
4732,C99100,DOID_0090015,abnormality acrocephalosyndactyly congenital noack pfeiffer syndrome type,cenani lenz syndactyly syndrome type,0
4733,C3188,DOID_2696,leydig cell neoplasm,cell leydig tumor,1
4734,C6043,DOID_4514,hemangiosarcoma of the thyroid,angiosarcoma thyroid,1
4735,C27019,DOID_15,disease disorder male reproductive syndrome system,disease genital reproductive system,0
4736,C84532,DOID_2722,acrodermatitis,acrodermatitis,1
4737,C26796,DOID_2527,disease hydronephrosis syndrome,nephrosis,0
4738,C3867,DOID_1963,cancer carcinoma fallopian neoplastic process tube,fallopian tube carcinoma,1
4739,C27019,DOID_48,disease or syndrome,disease male reproductive system,1
